invoice_id,vendor_name,vendor_gstin,invoice_date,due_date,submitted_date,po_number,department,approver,submission_channel,currency,subtotal,tax_rate_pct,tax_amount,total_amount,payment_terms_days,bank_account_last4,ocr_confidence,is_duplicate,fraud_type,is_fraudulent,notes
INV-2025-000043,Bluewave Logistics Pvt Ltd,25REDBW7799X1Z9,2025-09-13,2025-09-28,2025-09-14,PO-2025-1800,Operations,S. Kulkarni,vendor_portal,INR,330599.85,18,59507.97,390107.82,15,7861,0.973,False,none,False,
INV-2026-000044,Prakash Stationery Mart,16XZJLB6438K1Z9,2026-01-21,2026-03-07,2026-01-22,PO-2026-6173,IT,T. Rao,vendor_portal,INR,135564.83,5,6778.24,142343.07,45,4926,0.989,False,none,False,
INV-2025-000045,Kaveri Industrial Parts,03BVTKJ5195T1Z9,2025-11-28,2025-12-28,2025-11-30,PO-2025-6665,Finance,A. Iyer,vendor_portal,INR,426140.3,0,0.0,426140.3,30,7165,0.988,False,none,False,
INV-2024-000046,Orion Cloud Systems,13IGXFX7288N1Z3,2024-03-19,2024-05-03,2024-03-21,PO-2024-1743,Finance,K. Reddy,email,INR,136155.8,5,6807.79,142963.59,45,2723,0.932,False,none,False,
INV-2026-000047,Tejas Security Services,19FOTOT7012G1Z0,2026-08-14,2026-08-29,2026-08-14,PO-2026-3905,Operations,A. Iyer,scanned_mail,INR,154294.01,28,43202.32,197496.33,15,1324,0.988,False,none,False,
INV-2024-000048,Nandi Hardware Co,05MTQXI4924I1Z0,2024-07-09,2024-08-08,2024-07-11,PO-2024-7021,Operations,K. Reddy,email,INR,94440.28,28,26443.28,120883.56,30,2779,0.963,False,none,False,
INV-2026-000049,Raagam Interiors,20MJCZQ0446F1Z5,2026-01-05,2026-03-06,2026-01-10,PO-2026-4260,Procurement,T. Rao,edi_feed,INR,433392.1,12,52007.05,485399.15,60,2226,0.988,False,none,False,
INV-2026-000050,Lotus Catering Services,02PBSHH0940X1Z9,2026-04-23,2026-06-22,2026-04-28,PO-2026-9212,IT,K. Reddy,vendor_portal,INR,308833.02,18,55589.94,364422.96,60,1065,0.957,False,none,False,
INV-2026-000051,Sundaram Motors Spares,27NWXUC6371A1Z4,2026-06-09,2026-07-09,2026-06-10,PO-2026-9277,Procurement,S. Kulkarni,vendor_portal,USD,253467.07,0,0.0,253467.07,30,4019,0.987,False,none,False,
INV-2026-000052,Coastal Cargo Movers,27UMPWH5016J1Z3,2026-01-22,2026-03-23,2026-01-22,PO-2026-8484,HR,P. Nair,email,INR,378919.2,12,45470.3,424389.5,60,8637,0.939,False,none,False,
INV-2025-000053,Ganga Freight Services,24JCMGA4677B1Z6,2025-05-29,2025-06-13,2025-05-30,PO-2025-2595,Logistics,V. Desai,email,INR,87398.64,12,10487.84,97886.48,15,2656,0.928,False,none,False,
INV-2025-000054,Sundaram Motors Spares,08LZWKL0813G1Z8,2025-11-21,2026-01-20,2025-11-26,PO-2025-6829,Marketing,M. Krishnan,edi_feed,INR,319368.01,18,57486.24,376854.25,60,9307,0.994,False,none,False,
INV-2024-000055,Wingspan Travel Corp,03JQDFV9604I1Z7,2024-10-01,2024-10-16,2024-10-03,PO-2024-9836,HR,A. Iyer,scanned_mail,INR,162806.65,12,19536.8,182343.45,15,1687,0.906,False,none,False,
INV-2026-000056,Vishwa Engineering Works,02EKTWB3758M1Z9,2026-03-29,2026-05-13,2026-04-02,PO-2026-9039,IT,M. Krishnan,email,USD,63065.5,0,0.0,63065.5,45,9721,0.987,False,none,False,
INV-2026-000057,Lotus Catering Services,17LKIRF9393I1Z5,2026-04-26,2026-05-26,2026-04-28,PO-2024-3636,Facilities,D'Souza,email,INR,308833.02,18,55589.94,364422.96,30,4651,0.926,True,duplicate_invoice,True,Same vendor/amount seen on a prior invoice within 10 days.
INV-2025-000058,Lotus Catering Services,10KPYCL9306F1Z4,2025-11-13,2025-11-28,2025-11-18,PO-2025-7309,Legal,S. Kulkarni,scanned_mail,INR,308183.64,12,36982.04,345165.68,15,5753,0.927,False,none,False,
INV-2024-000059,Zenith Office Furnishings,21XZODE7658C1Z5,2024-06-07,2024-07-22,2024-06-09,PO-2024-7770,Finance,A. Iyer,vendor_portal,INR,91454.06,0,0.0,91454.06,45,5046,0.937,False,none,False,
INV-2025-000060,Apex Manpower Agency,08VRCHZ0151R1Z0,2025-11-27,2025-12-27,2025-12-01,PO-2025-3188,Legal,A. Iyer,scanned_mail,INR,53119.04,18,9561.43,62680.47,30,4954,0.959,False,none,False,
INV-2026-000061,Kaveri Industrial Parts,37SRVSR0476Y1Z6,2026-08-14,2026-09-13,2026-08-16,PO-2026-9795,Admin,M. Krishnan,email,INR,18220.27,28,5101.68,23321.95,30,3647,0.984,False,none,False,
INV-2025-000062,Everest Packaging Co,08QQMHF4647T1Z3,2025-11-13,2025-11-28,2025-11-14,PO-2025-1462,Logistics,S. Kulkarni,vendor_portal,INR,404511.73,12,48541.41,453053.14,15,9787,0.976,False,none,False,
INV-2025-000063,Coastal Cargo Movers,30OQSRA8207O1Z4,2025-10-07,2025-11-21,2025-10-11,PO-2025-5757,IT,T. Rao,edi_feed,INR,306837.83,0,0.0,306837.83,45,1567,0.934,False,none,False,
INV-2026-000064,Lotus Catering Services,34BQDKJ7377K1Z5,2026-04-18,2026-06-02,2026-04-23,PO-2026-8831,Legal,R. Menon,vendor_portal,INR,42876.43,0,0.0,42876.43,45,0542,0.905,False,none,False,
INV-2025-000065,Chola Office Supplies,27MMZLC5270K1Z7,2025-09-07,2025-09-22,2025-09-12,PO-2025-1711,Logistics,N. Bhatt,email,INR,224708.77,28,62918.46,287627.23,15,2416,0.957,False,none,False,
INV-2024-000066,Zenith Office Furnishings,23OFKQL8816Q1Z3,2024-06-06,2024-07-06,2024-06-07,PO-2024-9941,HR,S. Kulkarni,email,INR,36704.43,5,1835.22,38539.65,30,9752,0.96,False,none,False,
INV-2024-000067,Jyothi Print & Design,13QUHWR7464L1Z4,2024-05-19,2024-07-18,2024-05-20,PO-2024-1867,Facilities,K. Reddy,scanned_mail,INR,220186.3,5,11009.32,231195.62,60,2639,0.905,False,none,False,
INV-2024-000068,Lotus Catering Services,31KZQAE8014S1Z5,2024-08-23,2024-10-22,2024-08-27,PO-2024-2967,Facilities,N. Bhatt,vendor_portal,INR,423753.63,5,21187.68,444941.31,60,9829,0.935,False,none,False,
INV-2025-000069,Ganga Freight Services,06LOEVN3627X1Z9,2025-11-22,2026-01-21,2025-11-26,PO-2025-9946,HR,D'Souza,vendor_portal,INR,154580.47,5,7729.02,162309.49,60,4634,0.946,False,none,False,
INV-2024-000070,Bright Path Cleaning Services,22VSSXP0560I1Z3,2024-09-05,2024-10-20,2024-09-07,PO-2024-6784,HR,M. Krishnan,vendor_portal,INR,211914.71,18,38144.65,250059.36,45,2928,0.931,False,none,False,
INV-2026-000071,Quantum Networks Pvt Ltd,33PXLMW9978V1Z5,2026-08-03,2026-10-02,2026-08-04,PO-2026-3229,Admin,M. Krishnan,vendor_portal,INR,98488.82,0,0.0,98488.82,60,7645,0.98,False,none,False,
INV-2025-000072,Northgate Print Hub,11OQMTL8229K1Z8,2025-05-09,2025-07-08,2025-05-10,PO-2025-7671,Facilities,T. Rao,scanned_mail,EUR,371382.39,8,29710.59,401092.98,60,0117,0.988,False,none,False,
INV-2025-000073,Yamuna Water Solutions,17OCWRV2711Q1Z0,2025-06-07,2025-07-07,2025-06-11,PO-2025-6785,IT,D'Souza,vendor_portal,INR,10130.45,12,1215.65,11346.1,30,3723,0.945,False,none,False,
INV-2025-000074,Vishwa Engineering Works,32AWMTE7871Y1Z4,2025-06-11,2025-07-11,2025-06-15,PO-2025-9580,IT,V. Desai,vendor_portal,INR,195046.43,12,23405.57,218452.0,30,9989,0.986,False,none,False,
INV-2025-000075,Northgate Print Hub,37YRGQW1382A1Z2,2025-09-26,2025-11-25,2025-10-01,PO-2024-5028,Procurement,R. Menon,edi_feed,EUR,418226.42,8,33458.11,451684.53,60,7073,0.962,False,mismatched_po,True,PO number does not correspond to an open purchase order.
INV-2025-000076,Northgate Print Hub,17AUTTZ3570F1Z0,2025-10-14,2025-11-28,2025-10-17,PO-2025-7675,Admin,D'Souza,edi_feed,INR,164070.2,18,29532.64,193602.84,45,8501,0.952,False,none,False,
INV-2025-000077,Deccan Electricals,09VZSJX3636P1Z0,2025-09-21,2025-11-05,2025-09-21,PO-2025-1154,Legal,N. Bhatt,email,INR,223575.64,5,11178.78,234754.42,45,5831,0.931,False,none,False,
INV-2026-000078,Raagam Interiors,37WIZDP4272P1Z7,2026-08-15,2026-10-14,2026-08-15,PO-2026-9901,Operations,D'Souza,edi_feed,INR,479150.08,28,134162.02,613312.1,60,7634,0.959,False,none,False,
INV-2024-000079,Northgate Print Hub,05YRCMU1396W1Z3,2024-07-21,2024-08-20,2024-07-22,PO-2024-2862,Finance,D'Souza,edi_feed,INR,138386.41,0,0.0,138386.41,30,1470,0.944,False,none,False,
INV-2025-000080,Udupi Fresh Foods,08KSXTT2247K1Z2,2025-03-20,2025-05-04,2025-03-25,PO-2025-2951,Operations,R. Menon,vendor_portal,INR,19531.25,28,5468.75,25000.0,45,2022,0.9,False,round_number_amount,True,Total is an unusually round figure for this line of business.
INV-2025-000081,Lotus Catering Services,13HTICO2984I1Z1,2025-07-24,2025-09-22,2025-07-24,PO-2025-1927,Legal,R. Menon,scanned_mail,INR,44947.75,5,2247.39,47195.14,60,3898,0.922,False,none,False,
INV-2025-000082,Aravind Steel Traders,09EHQZD3363L1Z6,2025-07-01,2025-08-15,2025-07-03,PO-2025-3538,Operations,N. Bhatt,email,INR,1847.82,0,0.0,1847.82,45,8282,0.995,False,none,False,
INV-2025-000083,Orion Cloud Systems,28EQNSY6659L1Z1,2025-05-26,2025-06-10,2025-05-31,PO-2024-6367,Operations,V. Desai,scanned_mail,USD,299864.12,10,29986.41,329850.53,15,8692,0.943,False,mismatched_po,True,PO number does not correspond to an open purchase order.
INV-2025-000084,Aravind Steel Traders,34ULEIE5002A1Z6,2025-03-15,2025-04-14,2025-03-17,PO-2025-9886,Legal,M. Krishnan,edi_feed,INR,107719.29,18,19389.47,127108.76,30,4638,0.97,False,none,False,
INV-2024-000085,Udupi Fresh Foods,04KIRBO3205M1Z8,2024-05-07,2024-06-21,2024-05-11,PO-2024-7647,Admin,A. Iyer,vendor_portal,INR,170536.99,12,20464.44,191001.43,45,2704,0.984,False,none,False,
INV-2024-000086,Vishwa Engineering Works,30BVYGC7962W1Z7,2024-10-30,2024-12-29,2024-10-30,PO-2024-5249,IT,N. Bhatt,scanned_mail,INR,194332.48,28,54413.09,248745.57,60,4534,0.926,False,none,False,
INV-2025-000087,Indus Valley Textiles,31SDKTB1211Y1Z0,2025-01-13,2025-01-28,2025-01-17,PO-2025-9640,Logistics,K. Reddy,edi_feed,USD,293229.59,10,29322.96,322552.55,15,9884,0.924,False,none,False,
INV-2024-000088,Indus Valley Textiles,05CSDCR1027K1Z7,2024-10-07,2024-11-21,2024-10-12,PO-2024-1786,Facilities,M. Krishnan,edi_feed,INR,458575.32,12,55029.04,513604.36,45,6023,0.934,False,none,False,
INV-2026-000089,Global Freight Partners,06FZMBM3988P1Z0,2026-08-14,2026-10-13,2026-08-19,PO-2026-9176,Logistics,M. Krishnan,email,INR,430539.99,12,51664.8,482204.79,60,6540,0.928,False,none,False,
INV-2025-000090,Udupi Fresh Foods,07IFOMW9886Z1Z4,2025-09-21,2025-10-06,2025-09-23,PO-2025-5061,HR,D'Souza,vendor_portal,INR,149043.87,12,17885.26,166929.13,15,1418,0.991,False,none,False,
INV-2024-000091,Nandi Hardware Co,01LPSJH2528A1Z7,2024-05-09,2024-05-24,2024-05-11,PO-2024-4684,IT,T. Rao,edi_feed,INR,212342.01,12,25481.04,237823.05,15,8585,0.946,False,none,False,
INV-2026-000092,Deccan Electricals,05YFHCG6226W1Z2,2026-06-04,2026-07-19,2026-06-04,PO-2026-3112,Procurement,V. Desai,edi_feed,INR,110506.43,5,5525.32,116031.75,45,7106,0.941,False,none,False,
INV-2026-000093,Kaveri Industrial Parts,29GNRQL9636W1Z4,2026-09-05,2026-11-04,2026-09-05,PO-2026-7251,Legal,R. Menon,email,INR,453013.47,5,22650.67,475664.14,60,3190,0.962,False,none,False,
INV-2024-000094,Chola Office Supplies,22GFFDI0006L1Z7,2024-05-04,2024-07-03,2024-05-05,PO-2024-9176,Facilities,M. Krishnan,vendor_portal,INR,217673.85,18,39181.29,256855.14,60,5807,0.977,False,none,False,
INV-2025-000095,Quantum Networks Pvt Ltd,22YIENJ5611B1Z1,2025-04-30,2025-05-30,2025-05-01,PO-2025-3604,IT,M. Krishnan,scanned_mail,INR,70180.28,0,0.0,70180.28,30,0386,0.95,False,none,False,
INV-2024-000096,Bluewave Logistics Pvt Ltd,30UEOVG4880N1Z4,2024-08-02,2024-10-01,2024-08-07,PO-2024-8772,Facilities,V. Desai,scanned_mail,INR,342547.14,0,0.0,342547.14,60,2565,0.94,False,none,False,
INV-2025-000097,Orion Cloud Systems,04CCTTH4836R1Z5,2025-04-01,2025-04-16,2025-04-02,PO-2025-6361,Operations,P. Nair,email,INR,53785.01,28,15059.8,68844.81,15,4108,0.916,False,none,False,
INV-2024-000098,Bright Path Cleaning Services,16CAAWD3873P1Z7,2024-11-21,2024-12-21,2024-11-25,PO-2024-4991,Operations,A. Iyer,vendor_portal,USD,320448.63,8,25635.89,346084.52,30,4858,0.973,False,none,False,
INV-2024-000099,Orion Cloud Systems,04JUMDL0690G1Z1,2024-12-25,2025-01-24,2024-12-26,PO-2024-2553,HR,S. Kulkarni,scanned_mail,INR,150945.69,0,0.0,150945.69,30,0615,0.973,False,none,False,
INV-2024-000100,Northgate Print Hub,03DGMXF9134A1Z8,2024-12-31,2025-01-30,2025-01-04,PO-2024-6555,Logistics,R. Menon,edi_feed,INR,94308.59,18,16975.55,111284.14,30,1868,0.95,False,none,False,
