invoice_id,vendor_name,vendor_gstin,invoice_date,due_date,submitted_date,po_number,department,approver,submission_channel,currency,subtotal,tax_rate_pct,tax_amount,total_amount,payment_terms_days,bank_account_last4,ocr_confidence,is_duplicate,fraud_type,is_fraudulent,notes
INV-2024-000042,Aravind Steel Traders,15HZNZX0078I1Z7,2024-10-08,2024-11-07,2024-10-09,PO-2024-8299,Procurement,N. Bhatt,scanned_mail,INR,108595.79,12,13031.49,121627.28,30,2761,0.967,False,none,False,
INV-2024-000043,Bluewave Logistics Pvt Ltd,18SXZBS4868T1Z1,2024-01-26,2024-03-11,2024-01-30,PO-2024-8547,Finance,V. Desai,scanned_mail,INR,83397.02,0,0.0,83397.02,45,3283,0.988,False,none,False,
INV-2025-000044,Quantum Networks Pvt Ltd,37ZFXQA5244C1Z4,2025-06-27,2025-08-11,2025-06-29,PO-2025-9973,IT,D'Souza,email,INR,121304.16,0,0.0,121304.16,45,9284,0.919,False,none,False,
INV-2025-000045,Northgate Print Hub,30RNORG4170Y1Z0,2025-03-28,2025-04-12,2025-03-31,PO-2025-7183,HR,R. Menon,vendor_portal,INR,209241.47,12,25108.98,234350.45,15,6710,0.956,False,none,False,
INV-2025-000046,Udupi Fresh Foods,05INBJQ0173L1Z7,2025-10-15,2025-11-29,2025-10-20,PO-2025-9862,Logistics,V. Desai,vendor_portal,USD,81585.16,10,8158.52,89743.68,45,4903,0.97,False,none,False,
INV-2024-000047,Coastal Cargo Movers,34UNVBV0122I1Z4,2024-10-07,2024-11-21,2024-10-11,PO-2024-2487,Finance,M. Krishnan,scanned_mail,INR,375140.97,0,0.0,375140.97,45,8235,0.961,False,none,False,
INV-2026-000048,Horizon Facilities Mgmt,31EOUJH3579A1Z9,2026-01-14,2026-01-29,2026-01-19,PO-2026-5837,Legal,M. Krishnan,vendor_portal,INR,183325.07,0,0.0,183325.07,15,2145,0.933,False,none,False,
INV-2025-000049,Indus Valley Textiles,30JEOAB8222M1Z6,2025-03-26,2025-05-25,2025-03-31,PO-2025-1788,Finance,S. Kulkarni,email,INR,468768.75,5,23438.44,492207.19,60,2967,0.967,False,none,False,
INV-2025-000050,Falcon IT Solutions,11SOQVE4487V1Z8,2025-05-28,2025-06-27,2025-05-30,PO-2025-4858,Legal,V. Desai,email,INR,262464.44,12,31495.73,293960.17,30,6630,0.992,False,none,False,
INV-2024-000051,Aravind Steel Traders,18TGSRQ6060P1Z8,2024-01-03,2024-01-18,2024-01-03,PO-2024-9890,Finance,T. Rao,edi_feed,INR,238308.96,12,28597.08,266906.04,15,9283,0.934,False,none,False,
INV-2025-000052,Northgate Print Hub,28KVAYG1803F1Z2,2025-01-22,2025-02-06,2025-01-23,PO-2025-9616,Legal,A. Iyer,vendor_portal,INR,212220.32,0,0.0,212220.32,15,5441,0.983,False,none,False,
INV-2024-000053,Prakash Stationery Mart,05TKDYJ4653V1Z7,2024-02-23,2024-04-23,2024-02-25,PO-2024-6311,Facilities,M. Krishnan,scanned_mail,INR,157003.87,28,43961.08,200964.95,60,1118,0.983,False,none,False,
INV-2026-000054,Nandi Hardware Co,30QFEPR9858D1Z7,2026-02-03,2026-02-18,2026-02-04,PO-2026-5538,HR,R. Menon,edi_feed,INR,386802.67,28,108304.75,495107.42,15,6578,0.958,False,none,False,
INV-2024-000055,Kaveri Industrial Parts,08RNMJA6811P1Z1,2024-03-04,2024-04-03,2024-03-05,PO-2024-2409,Procurement,D'Souza,email,INR,441667.4,28,123666.87,565334.27,30,4011,0.967,False,none,False,
INV-2025-000056,Coastal Cargo Movers,10LCHVW6612F1Z3,2025-05-03,2025-06-02,2025-05-04,PO-2025-5181,Logistics,A. Iyer,vendor_portal,INR,46075.87,5,2303.79,48379.66,30,8669,0.976,False,split_invoice,True,"Amount sits just under the approval threshold, alongside a same-day sibling invoice."
INV-2025-000057,Jyothi Print & Design,16IGMYU9452U1Z5,2025-09-16,2025-10-31,2025-09-19,PO-2025-1932,Procurement,P. Nair,edi_feed,INR,124744.05,12,14969.29,139713.34,45,7405,0.942,False,none,False,
INV-2024-000058,Apex Manpower Agency,10REOKA3543J1Z7,2024-10-14,2024-11-28,2024-10-17,PO-2024-3268,Procurement,D'Souza,email,USD,332957.38,8,26636.59,359593.97,45,2029,0.963,False,none,False,
INV-2026-000059,Everest Packaging Co,32FOXRA1577U1Z0,2026-07-15,2026-07-30,2026-07-16,PO-2026-7561,Finance,V. Desai,scanned_mail,INR,300225.1,28,84063.03,384288.13,15,1655,0.979,False,none,False,
INV-2026-000060,Trident Trading Co,GSTIN-MISSING,2026-06-29,2026-07-29,2026-07-02,PO-2026-4018,Procurement,A. Iyer,vendor_portal,INR,360116.27,5,18005.81,378122.08,30,2343,0.768,False,ghost_vendor,True,Vendor has no prior transaction history; GSTIN fails format check.
INV-2026-000061,Siddha Supply Chain,06LKCNG4505L1Z2,2026-04-19,2026-05-19,2026-04-21,PO-2026-7173,Legal,N. Bhatt,scanned_mail,INR,100704.27,18,18126.77,118831.04,30,3226,0.982,True,duplicate_invoice,True,Same vendor/amount seen on a prior invoice within 10 days.
INV-2026-000062,Global Freight Partners,03NLIEK3084W1Z2,2026-03-24,2026-04-08,2026-03-27,PO-2026-3849,Marketing,D'Souza,edi_feed,INR,77377.59,5,3868.88,81246.47,15,9859,0.904,False,none,False,
INV-2024-000063,Wingspan Travel Corp,12XRTEJ2601N1Z3,2024-04-14,2024-06-13,2024-04-18,PO-2024-9207,Admin,S. Kulkarni,edi_feed,INR,105035.23,0,0.0,105035.23,60,8944,0.984,False,none,False,
INV-2025-000064,Prakash Stationery Mart,26SQUHM7896Y1Z3,2025-11-21,2026-01-20,2025-11-21,PO-2025-2965,Marketing,P. Nair,scanned_mail,INR,228249.52,0,0.0,228249.52,60,1771,0.932,False,none,False,
INV-2024-000065,Zenith Office Furnishings,22NKGZA3145F1Z4,2024-07-11,2024-09-09,2024-07-16,PO-2024-8149,Logistics,M. Krishnan,email,INR,179194.37,12,21503.32,200697.69,60,9797,0.944,False,none,False,
INV-2026-000066,Quantum Networks Pvt Ltd,15NFKBR7829H1Z1,2026-08-18,2026-09-17,2026-08-20,PO-2026-1468,Facilities,M. Krishnan,scanned_mail,INR,34572.91,28,9680.41,44253.32,30,5413,0.994,False,none,False,
INV-2025-000067,Yamuna Water Solutions,16YIFJZ6438D1Z7,2025-08-04,2025-08-19,2025-08-07,PO-2025-1900,Finance,R. Menon,email,INR,386748.62,12,46409.83,433158.45,15,3009,0.922,False,none,False,
INV-2024-000068,Coastal Cargo Movers,17QQEYG6037Q1Z1,2024-06-24,2024-08-23,2024-06-24,PO-2024-7152,Admin,N. Bhatt,scanned_mail,INR,277937.64,5,13896.88,291834.52,60,9980,0.929,False,none,False,
INV-2025-000069,Yamuna Water Solutions,21LYJGO0335R1Z6,2025-06-27,2025-07-27,2025-06-28,PO-2025-2606,Procurement,P. Nair,scanned_mail,INR,50000.0,0,0.0,50000.0,30,2678,0.92,False,round_number_amount,True,Total is an unusually round figure for this line of business.
INV-2025-000070,Quantum Networks Pvt Ltd,08KSPNZ5976N1Z3,2025-03-30,2025-04-14,2025-04-03,PO-2025-6073,Facilities,S. Kulkarni,scanned_mail,INR,182860.79,5,9143.04,192003.83,15,3365,0.992,False,none,False,
INV-2025-000071,Tejas Security Services,23JPLGN7791N1Z1,2025-03-24,2025-05-08,2025-03-26,PO-2025-1752,Marketing,M. Krishnan,scanned_mail,INR,79708.44,28,22318.36,102026.8,45,6683,0.946,False,none,False,
INV-2025-000072,Orion Cloud Systems,17VJNJK6238F1Z2,2025-05-13,2025-05-28,2025-05-13,PO-2025-1445,Facilities,V. Desai,scanned_mail,INR,194029.99,5,9701.5,203731.49,15,6170,0.944,False,none,False,
INV-2024-000073,Kaveri Industrial Parts,34WGZXG9585G1Z6,2024-01-25,2024-03-25,2024-01-29,PO-2024-6990,Legal,S. Kulkarni,scanned_mail,USD,449639.0,10,44963.9,494602.9,60,9377,0.969,False,none,False,
INV-2024-000074,Horizon Facilities Mgmt,12MWHHH3537T1Z2,2024-12-15,2024-12-30,2024-12-18,PO-2024-9552,Procurement,S. Kulkarni,edi_feed,INR,146110.63,28,40910.98,187021.61,15,8554,0.9,False,none,False,
INV-2024-000075,Horizon Facilities Mgmt,09QJNOK8094R1Z3,2024-12-25,2025-01-24,2024-12-30,PO-2024-3010,HR,N. Bhatt,edi_feed,INR,26653.18,28,7462.89,34116.07,30,1245,0.944,False,none,False,
INV-2025-000076,Lotus Catering Services,35ZTVOW7631R1Z7,2025-06-12,2025-08-11,2025-06-17,PO-2025-5891,Marketing,N. Bhatt,email,INR,13505.46,18,2430.98,15936.44,60,2012,0.981,False,none,False,
INV-2024-000077,Bluewave Logistics Pvt Ltd,36LUOAQ6033Z1Z5,2024-06-30,2024-08-14,2024-07-03,PO-2024-3800,Marketing,M. Krishnan,vendor_portal,INR,414398.22,5,20719.91,435118.13,45,3696,0.98,False,none,False,
INV-2024-000078,Vishwa Engineering Works,08SFEQM0161A1Z6,2024-06-24,2024-07-09,2024-06-27,PO-2024-8360,Logistics,R. Menon,vendor_portal,USD,378775.11,8,30302.01,409077.12,15,2887,0.932,False,none,False,
INV-2024-000079,Tejas Security Services,13EQQRH5465H1Z7,2024-04-23,2024-06-07,2024-04-26,PO-2024-5534,Logistics,R. Menon,vendor_portal,INR,418652.16,5,20932.61,439584.77,45,1204,0.973,False,none,False,
INV-2025-000080,Chola Office Supplies,18ZSUAB2480U1Z3,2025-09-16,2025-11-15,2025-09-19,PO-2025-3503,Legal,M. Krishnan,email,INR,156250.0,28,43750.0,200000.0,60,9076,0.973,False,round_number_amount,True,Total is an unusually round figure for this line of business.
INV-2026-000081,Ganga Freight Services,24QRHIT5052G1Z9,2026-06-11,2026-08-10,2026-06-12,PO-2026-2722,HR,R. Menon,vendor_portal,USD,246684.47,0,0.0,246684.47,60,3830,0.922,False,none,False,
INV-2024-000082,Orion Cloud Systems,32HGSML0008Y1Z9,2024-02-29,2024-03-15,2024-03-05,PO-2024-3421,Admin,S. Kulkarni,edi_feed,INR,380309.59,28,106486.69,486796.28,15,0505,0.988,False,none,False,
INV-2024-000083,Vishwa Engineering Works,29STGOF2384K1Z0,2024-05-18,2024-06-17,2024-05-20,PO-2024-2295,Admin,A. Iyer,email,INR,345618.49,28,96773.18,442391.67,30,1805,0.984,False,none,False,
INV-2026-000084,Coastal Cargo Movers,33DEVUW5038O1Z9,2026-08-18,2026-10-02,2026-08-18,PO-2026-1235,IT,M. Krishnan,vendor_portal,INR,259432.33,0,0.0,259432.33,45,8930,0.916,False,none,False,
INV-2024-000085,Vishwa Engineering Works,07ZGKMB7750S1Z8,2024-12-10,2025-02-08,2024-12-11,PO-2024-5811,HR,D'Souza,scanned_mail,USD,35298.22,0,0.0,35298.22,60,4319,0.963,False,none,False,
INV-2025-000086,Meridian Consulting Group,32OAZBI3499E1Z3,2025-05-09,2025-06-08,2025-05-11,PO-2025-8390,Facilities,S. Kulkarni,scanned_mail,EUR,312762.95,8,25021.04,337783.99,30,3399,0.92,False,none,False,
INV-2025-000087,Northgate Print Hub,01UTGHP3101G1Z1,2025-08-19,2025-09-03,2025-08-23,PO-2025-6836,Marketing,T. Rao,edi_feed,INR,155801.59,5,7790.08,163591.67,15,6332,0.958,False,none,False,
INV-2025-000088,Tejas Security Services,06XAQHS5982V1Z7,2025-06-14,2025-08-13,2025-06-18,PO-2025-6157,Legal,R. Menon,vendor_portal,INR,162609.1,5,8130.45,170739.55,60,2667,0.917,False,none,False,
INV-2024-000089,Indus Valley Textiles,37ABPHO3500Z1Z8,2024-06-22,2024-07-07,2024-06-27,PO-2024-9382,Facilities,S. Kulkarni,email,INR,364751.44,18,65655.26,430406.7,15,8794,0.965,False,none,False,
INV-2025-000090,Bright Path Cleaning Services,29SYPJT1191L1Z4,2025-05-11,2025-07-10,2025-05-14,PO-2025-4400,Procurement,A. Iyer,edi_feed,INR,404099.58,12,48491.95,452591.53,60,2493,0.937,False,none,False,
INV-2025-000091,Chola Office Supplies,13QPLGB8471G1Z4,2025-11-15,2025-12-30,2025-11-19,PO-2025-6141,Procurement,V. Desai,scanned_mail,INR,425492.65,12,51059.12,476551.77,45,6681,0.936,False,none,False,
INV-2025-000092,Udupi Fresh Foods,01AUBGQ1434P1Z9,2025-05-31,2025-07-15,2025-06-05,PO-2025-3181,Operations,N. Bhatt,vendor_portal,INR,77927.39,5,3896.37,81823.76,45,0211,0.931,False,none,False,
INV-2026-000093,Global Freight Partners,37WEKKX3715X1Z2,2026-09-08,2026-11-07,2026-09-12,PO-2026-1411,IT,R. Menon,scanned_mail,INR,350384.43,18,63069.2,413453.63,60,4139,0.968,False,none,False,
INV-2026-000094,Prakash Stationery Mart,16LMSXD8483G1Z0,2026-07-07,2026-08-06,2026-07-12,PO-2026-3270,Operations,N. Bhatt,edi_feed,USD,201329.49,10,20132.95,221462.44,30,9096,0.94,False,none,False,
INV-2026-000095,Wingspan Travel Corp,37XHQKN5490E1Z1,2026-07-18,2026-08-02,2026-07-20,PO-2026-2734,Finance,T. Rao,vendor_portal,INR,11154.15,18,2007.75,13161.9,15,1081,0.931,False,none,False,
INV-2025-000096,Nandi Hardware Co,17SGWDI4123Z1Z7,2025-01-30,2025-02-14,2025-01-30,PO-2025-6915,Finance,T. Rao,vendor_portal,INR,76274.52,5,3813.73,80088.25,15,9908,0.914,False,none,False,
INV-2024-000097,Coastal Cargo Movers,33KUULP5356P1Z4,2024-06-07,2024-07-07,2024-06-08,PO-2024-4762,Admin,R. Menon,email,INR,196669.92,5,9833.5,206503.42,30,5397,0.927,False,none,False,
INV-2025-000098,Udupi Fresh Foods,03HHTSV8646T1Z7,2025-04-07,2025-06-06,2025-04-11,PO-2025-8340,IT,D'Souza,email,INR,395785.33,18,71241.36,467026.69,60,2901,0.978,False,none,False,
INV-2025-000099,Yamuna Water Solutions,20KXUMQ5158L1Z0,2025-08-13,2025-09-27,2025-08-13,PO-2025-7003,Legal,V. Desai,scanned_mail,INR,264766.49,18,47657.97,312424.46,45,1569,0.984,False,none,False,
INV-2026-000100,Wingspan Travel Corp,30KTTSF1036I1Z4,2026-04-17,2026-06-01,2026-04-19,PO-2026-9600,Logistics,M. Krishnan,email,INR,262130.21,0,0.0,262130.21,45,2409,0.978,False,none,False,
INV-2025-000101,Bright Path Cleaning Services,14CGJCG7504W1Z1,2025-07-26,2025-08-10,2025-07-29,PO-2025-7765,Finance,T. Rao,email,INR,426441.97,28,119403.75,545845.72,15,9224,0.957,False,none,False,
INV-2026-000102,Meridian Consulting Group,06RHLUF9004K1Z9,2026-05-23,2026-06-22,2026-05-27,PO-2026-5897,IT,D'Souza,email,EUR,130563.78,8,10445.1,141008.88,30,9830,0.924,False,none,False,
INV-2025-000103,Apex Manpower Agency,32FTULV2614X1Z6,2025-10-11,2025-11-10,2025-10-11,PO-2025-8356,IT,P. Nair,edi_feed,INR,255013.17,5,12750.66,267763.83,30,9256,0.938,False,none,False,
INV-2024-000104,Zenith Office Furnishings,09WBOTY4388J1Z3,2024-10-08,2024-11-22,2024-10-09,PO-2024-3562,Operations,P. Nair,vendor_portal,INR,10597.92,12,1271.75,11869.67,45,4419,0.925,False,none,False,
INV-2025-000105,Sundaram Motors Spares,33THMWW7020Y1Z8,2025-10-29,2025-12-13,2025-11-02,PO-2025-4419,Legal,V. Desai,edi_feed,INR,194813.78,28,54547.86,249361.64,45,9280,0.959,False,none,False,
INV-2025-000106,Nandi Hardware Co,32GDYLC8553J1Z9,2025-09-06,2025-10-21,2025-09-06,PO-2025-1372,IT,M. Krishnan,email,USD,172592.61,8,13807.41,186400.02,45,9851,0.909,False,none,False,
INV-2026-000107,Global Freight Partners,27CXSTH1742P1Z8,2026-03-26,2026-04-25,2026-03-27,PO-2026-9170,Procurement,S. Kulkarni,edi_feed,INR,77377.59,5,3868.88,81246.47,30,4146,0.948,True,duplicate_invoice,True,Same vendor/amount seen on a prior invoice within 10 days.
INV-2024-000108,Udupi Fresh Foods,36IGQTA7802N1Z6,2024-03-09,2024-04-08,2024-03-10,PO-2024-3132,Facilities,T. Rao,email,INR,213629.33,28,59816.21,273445.54,30,2538,0.944,False,none,False,
INV-2024-000109,Apex Manpower Agency,22VMKBT5107H1Z9,2024-09-20,2024-10-05,2024-09-25,PO-2024-3320,Facilities,S. Kulkarni,vendor_portal,INR,132131.53,0,0.0,132131.53,15,0943,0.99,False,none,False,
INV-2025-000110,Bright Path Cleaning Services,26YLTBB2455W1Z0,2025-06-25,2025-07-10,2025-06-26,PO-2025-9295,IT,T. Rao,vendor_portal,USD,20724.39,8,1657.95,22382.34,15,1845,0.991,False,none,False,
INV-2025-000111,Ganga Freight Services,11TUBJC0336N1Z3,2025-11-02,2025-11-17,2025-11-07,PO-2025-1014,Finance,D'Souza,vendor_portal,INR,308945.39,5,15447.27,324392.66,15,4625,0.929,False,none,False,
INV-2024-000112,Indus Valley Textiles,07HVCDW6306C1Z0,2024-09-20,2024-11-19,2024-09-25,PO-2024-8101,HR,V. Desai,vendor_portal,INR,232048.13,0,0.0,232048.13,60,5950,0.963,False,none,False,
INV-2026-000113,Bright Path Cleaning Services,27QZTMU5238T1Z1,2026-02-16,2026-04-17,2026-02-16,PO-2026-7209,Admin,D'Souza,scanned_mail,INR,69405.38,18,12492.97,81898.35,60,9393,0.908,False,none,False,
INV-2024-000114,Chola Office Supplies,18YSPAK3487R1Z5,2024-07-11,2024-07-26,2024-07-16,PO-2024-1602,Procurement,P. Nair,email,INR,178725.41,18,32170.57,210895.98,15,9759,0.962,False,none,False,
