invoice_id,vendor_name,vendor_gstin,invoice_date,due_date,submitted_date,po_number,department,approver,submission_channel,currency,subtotal,tax_rate_pct,tax_amount,total_amount,payment_terms_days,bank_account_last4,ocr_confidence,is_duplicate,fraud_type,is_fraudulent,notes
INV-2025-000014,Quantum Networks Pvt Ltd,08MENUK9114V1Z2,2025-08-15,2025-09-14,2025-08-16,PO-2025-1893,Logistics,K. Reddy,scanned_mail,INR,269466.53,12,32335.98,301802.51,30,1282,0.911,False,none,False,
INV-2026-000015,Aravind Steel Traders,21PSPPK1571L1Z9,2026-01-03,2026-02-17,2026-01-05,PO-2026-4453,Logistics,N. Bhatt,email,USD,334885.06,6,20093.1,354978.16,45,0629,0.987,False,none,False,
INV-2025-000016,Meridian Consulting Group,16HTRXD7330J1Z6,2025-02-08,2025-04-09,2025-02-09,PO-2025-8590,Procurement,T. Rao,edi_feed,INR,407646.76,12,48917.61,456564.37,60,4994,0.946,False,none,False,
INV-2025-000017,Tejas Security Services,11TTRTW3948S1Z5,2025-06-06,2025-07-21,2025-06-11,PO-2025-9134,HR,S. Kulkarni,edi_feed,INR,392031.04,0,0.0,392031.04,45,9442,0.937,False,none,False,
INV-2025-000018,Coastal Cargo Movers,28CIZAQ8044C1Z0,2025-09-21,2025-10-06,2025-09-21,PO-2025-6177,Admin,A. Iyer,edi_feed,EUR,93883.95,8,7510.72,101394.67,15,9115,0.983,False,none,False,
INV-2024-000019,Global Freight Partners,13GCZUI9939W1Z6,2024-08-07,2024-08-22,2024-08-11,PO-2024-4879,Marketing,K. Reddy,scanned_mail,INR,309105.0,0,0.0,309105.0,15,1599,0.93,False,none,False,
INV-2026-000020,Jyothi Print & Design,27ZYQPZ2550K1Z8,2026-04-16,2026-05-01,2026-04-20,PO-2026-7113,Marketing,N. Bhatt,email,INR,104176.12,12,12501.13,116677.25,15,1965,0.902,False,none,False,
INV-2025-000021,Meridian Consulting Group,15BPKKS3917B1Z2,2025-05-11,2025-06-10,2025-05-13,PO-2025-4180,Facilities,K. Reddy,email,INR,230098.3,5,11504.92,241603.22,30,7489,0.979,False,none,False,
INV-2025-000022,Quantum Networks Pvt Ltd,30DIIFQ4058A1Z8,2025-12-10,2026-01-24,2025-12-11,PO-2025-8634,HR,K. Reddy,edi_feed,USD,276380.3,10,27638.03,304018.33,45,1696,0.972,False,none,False,
INV-2025-000023,Apex Manpower Agency,20OTCUZ9456L1Z7,2025-09-28,2025-10-13,2025-10-02,PO-2025-9393,Marketing,K. Reddy,vendor_portal,INR,276158.44,12,33139.01,309297.45,15,8745,0.971,False,none,False,
INV-2024-000024,Meridian Consulting Group,17LYEFJ6765H1Z5,2024-08-22,2024-10-21,2024-08-24,PO-2024-6674,Admin,N. Bhatt,email,INR,379220.75,28,106181.81,485402.56,60,7369,0.947,False,none,False,
INV-2024-000025,Raagam Interiors,18VIQML0497K1Z5,2024-04-22,2024-06-06,2024-04-23,PO-2024-3532,Legal,D'Souza,vendor_portal,USD,344124.04,8,27529.92,371653.96,45,2878,0.942,False,none,False,
INV-2024-000026,Nandi Hardware Co,35CTLBH4732U1Z2,2024-01-25,2024-02-24,2024-01-25,PO-2024-5306,Operations,R. Menon,edi_feed,INR,200679.29,18,36122.27,236801.56,30,9444,0.917,False,none,False,
INV-2025-000027,Bluewave Logistics Pvt Ltd,15QAKID5962F1Z9,2025-05-30,2025-06-14,2025-06-03,PO-2025-4271,Facilities,K. Reddy,email,INR,89311.44,5,4465.57,93777.01,15,3812,0.926,False,none,False,
INV-2025-000028,Horizon Facilities Mgmt,21CIVSA4858F1Z0,2025-10-22,2025-12-21,2025-10-22,PO-2025-7146,Facilities,S. Kulkarni,scanned_mail,USD,470833.08,0,0.0,470833.08,60,1759,0.945,False,none,False,
INV-2025-000029,Jyothi Print & Design,18YHQPM8246B1Z3,2025-12-13,2026-02-11,2025-12-14,PO-2025-9864,Facilities,S. Kulkarni,vendor_portal,EUR,114979.76,0,0.0,114979.76,60,2664,0.913,False,none,False,
INV-2025-000030,Zenith Office Furnishings,31CPLCA4711J1Z4,2025-07-01,2025-07-16,2025-07-03,PO-2025-7146,Marketing,P. Nair,scanned_mail,INR,267967.73,18,48234.19,316201.92,15,5609,0.966,False,none,False,
INV-2025-000031,Sundaram Motors Spares,03FEGNM3944O1Z6,2025-10-16,2025-11-30,2025-10-20,PO-2025-9574,HR,T. Rao,scanned_mail,INR,222816.1,0,0.0,222816.1,45,4746,0.98,False,none,False,
INV-2026-000032,Udupi Fresh Foods,33DGJHD1836Y1Z7,2026-01-26,2026-03-12,2026-01-27,PO-2026-7259,Facilities,P. Nair,vendor_portal,INR,432848.08,12,51941.77,484789.85,45,8201,0.979,False,none,False,
INV-2026-000033,Lotus Catering Services,30QTSHB3915Q1Z9,2026-04-06,2026-06-05,2026-04-10,PO-2026-2829,Logistics,D'Souza,vendor_portal,INR,296222.31,12,35546.68,331768.99,60,8728,0.911,False,none,False,
INV-2026-000034,Orion Cloud Systems,09GMVTH1295Y1Z9,2026-05-29,2026-06-28,2026-05-31,PO-2026-5827,Marketing,N. Bhatt,edi_feed,USD,236324.92,10,23632.49,259957.41,30,1898,0.938,False,none,False,
INV-2026-000035,Sundaram Motors Spares,18HHPID7628U1Z9,2026-05-13,2026-06-12,2026-05-23,PO-2026-1873,IT,M. Krishnan,scanned_mail,INR,372589.68,12,44710.76,417300.44,30,7567,0.954,False,weekend_submission,True,Submitted outside business hours/days with no prior pattern for this vendor.
INV-2024-000036,Northgate Print Hub,37ERYPD5134W1Z9,2024-04-06,2024-06-05,2024-04-09,PO-2024-1148,HR,T. Rao,vendor_portal,INR,183245.26,12,21989.43,205234.69,60,2221,0.984,False,none,False,
INV-2024-000037,Coastal Cargo Movers,15LGPXJ7513O1Z1,2024-07-05,2024-08-19,2024-07-05,PO-2024-8272,Logistics,T. Rao,vendor_portal,INR,147223.28,12,17666.79,164890.07,45,0470,0.981,False,none,False,
INV-2026-000038,Udupi Fresh Foods,10VFXWP8662W1Z9,2026-03-27,2026-05-11,2026-03-31,PO-2026-1205,Legal,N. Bhatt,email,INR,193921.98,18,34905.96,228827.94,45,2695,0.924,False,none,False,
INV-2025-000039,Lotus Catering Services,24SZDRL4861V1Z6,2025-10-26,2025-11-25,2025-10-29,PO-2025-5879,Facilities,S. Kulkarni,email,USD,176789.39,6,10607.36,187396.75,30,9318,0.963,False,none,False,
INV-2025-000040,Meridian Consulting Group,16CEHBC5562R1Z2,2025-08-16,2025-10-15,2025-08-18,PO-2025-4169,Marketing,A. Iyer,scanned_mail,INR,208567.38,5,10428.37,218995.75,60,3587,0.974,False,none,False,
INV-2025-000041,Northgate Print Hub,33PMVBV0522T1Z1,2025-06-18,2025-07-03,2025-06-18,PO-2025-6102,Admin,S. Kulkarni,edi_feed,INR,368251.1,12,44190.13,412441.23,15,2458,0.939,False,none,False,
INV-2025-000042,Coastal Cargo Movers,02SSHHT4440P1Z9,2025-05-06,2025-07-05,2025-05-10,PO-2025-9039,Admin,V. Desai,edi_feed,USD,294100.35,10,29410.03,323510.38,60,2541,0.977,False,weekend_submission,True,Submitted outside business hours/days with no prior pattern for this vendor.
INV-2025-000043,Udupi Fresh Foods,12UHISJ1831J1Z6,2025-05-27,2025-07-11,2025-06-01,PO-2025-6030,Legal,V. Desai,email,INR,453084.51,5,22654.23,475738.74,45,5715,0.938,False,none,False,
INV-2025-000044,Raagam Interiors,03SDYOU9523P1Z8,2025-09-21,2025-11-20,2025-09-23,PO-2025-9665,Procurement,K. Reddy,edi_feed,INR,87399.63,12,10487.96,97887.59,60,7336,0.954,False,none,False,
INV-2026-000045,Zenith Office Furnishings,31JVTER5225Y1Z8,2026-08-30,2026-09-29,2026-09-03,PO-2026-2806,Procurement,T. Rao,vendor_portal,USD,105281.13,0,0.0,105281.13,30,6566,0.908,False,none,False,
INV-2025-000046,Tejas Security Services,34ATIPI7765N1Z9,2025-09-25,2025-11-09,2025-09-30,PO-2025-9087,Admin,D'Souza,edi_feed,INR,243619.35,12,29234.32,272853.67,45,6939,0.929,False,none,False,
INV-2026-000047,Tejas Security Services,01YJFGQ1072P1Z3,2026-05-10,2026-06-09,2026-05-14,PO-2026-2620,Operations,T. Rao,email,USD,263683.92,0,0.0,263683.92,30,1888,0.984,False,none,False,
INV-2024-000048,Bright Path Cleaning Services,20XBENI9893F1Z3,2024-04-05,2024-06-04,2024-04-10,PO-2024-9711,Finance,D'Souza,email,INR,28825.64,5,1441.28,30266.92,60,3806,0.963,False,none,False,
INV-2026-000049,Deccan Electricals,08KUWHU0595B1Z3,2026-03-23,2026-05-07,2026-03-23,PO-2026-3683,HR,T. Rao,vendor_portal,INR,219949.73,12,26393.97,246343.7,45,1325,0.902,False,none,False,
INV-2026-000050,Ganga Freight Services,04SKCII9826D1Z4,2026-06-28,2026-07-28,2026-06-29,PO-2025-7658,IT,S. Kulkarni,email,INR,233768.83,28,65455.27,299224.1,30,8565,0.955,True,duplicate_invoice,True,Same vendor/amount seen on a prior invoice within 10 days.
INV-2025-000051,Bluewave Logistics Pvt Ltd,25EHYYD1252E1Z7,2025-05-22,2025-07-06,2025-05-26,PO-2025-3787,Marketing,N. Bhatt,scanned_mail,INR,258581.92,0,0.0,258581.92,45,9931,0.918,False,none,False,
INV-2024-000052,Meridian Consulting Group,17YMXCI5128U1Z2,2024-07-09,2024-07-24,2024-07-12,PO-2024-4282,Finance,S. Kulkarni,vendor_portal,INR,216375.91,28,60585.25,276961.16,15,9978,0.977,False,none,False,
INV-2025-000053,Tejas Security Services,29PQJUW2317J1Z8,2025-04-02,2025-04-17,2025-04-04,PO-2025-5710,Finance,D'Souza,edi_feed,USD,350879.37,0,0.0,350879.37,15,9240,0.936,False,none,False,
INV-2026-000054,Chola Office Supplies,13CBFTZ0341Q1Z7,2026-06-28,2026-07-28,2026-06-30,PO-2026-8994,Legal,R. Menon,email,USD,34554.93,8,2764.39,37319.32,30,6166,0.931,False,none,False,
INV-2026-000055,Meridian Consulting Group,26ZMTZU0971Z1Z8,2026-03-02,2026-03-17,2026-03-05,PO-2025-6419,Operations,R. Menon,email,USD,360589.31,10,36058.93,396648.24,15,9216,0.957,False,mismatched_po,True,PO number does not correspond to an open purchase order.
INV-2025-000056,Nandi Hardware Co,37GGUIX2456F1Z4,2025-09-05,2025-10-05,2025-09-10,PO-2025-7767,Facilities,S. Kulkarni,scanned_mail,USD,162154.53,6,9729.27,171883.8,30,7044,0.91,False,none,False,
INV-2026-000057,Horizon Facilities Mgmt,15UCGTC8546R1Z6,2026-01-09,2026-02-23,2026-01-10,PO-2026-3099,IT,T. Rao,vendor_portal,USD,377790.7,10,37779.07,415569.77,45,4961,0.91,False,none,False,
INV-2025-000058,Coastal Cargo Movers,34PRYWO3599M1Z6,2025-08-18,2025-10-02,2025-08-21,PO-2025-1623,Finance,A. Iyer,edi_feed,INR,389097.6,12,46691.71,435789.31,45,3966,0.937,False,none,False,
INV-2025-000059,Bright Path Cleaning Services,24KTKPD1255Y1Z6,2025-07-26,2025-08-10,2025-07-26,PO-2025-4822,HR,S. Kulkarni,vendor_portal,INR,253900.93,5,12695.05,266595.98,15,8097,0.924,False,none,False,
INV-2025-000060,Zenith Office Furnishings,13WNHXC9808Z1Z3,2025-05-02,2025-06-01,2025-05-07,PO-2025-9765,Facilities,V. Desai,vendor_portal,EUR,20801.07,6,1248.06,22049.13,30,9265,0.984,False,none,False,
INV-2025-000061,Vishwa Engineering Works,23ERFGZ3213L1Z6,2025-01-30,2025-03-01,2025-02-02,PO-2025-7360,Legal,V. Desai,email,INR,123373.01,12,14804.76,138177.77,30,0753,0.927,False,none,False,
INV-2024-000062,Kaveri Industrial Parts,10CKXUS6164G1Z0,2024-01-20,2024-03-20,2024-01-27,PO-2024-2446,Marketing,R. Menon,email,INR,461836.91,0,0.0,461836.91,60,2593,0.958,False,weekend_submission,True,Submitted outside business hours/days with no prior pattern for this vendor.
INV-2024-000063,Tejas Security Services,08XPMMP4122J1Z9,2024-09-17,2024-10-02,2024-09-21,PO-2024-8245,Facilities,P. Nair,email,INR,314114.53,0,0.0,314114.53,15,8400,0.911,False,none,False,
INV-2026-000064,Aravind Steel Traders,15HTIZP4562Z1Z8,2026-05-30,2026-06-29,2026-06-04,PO-2026-7745,Admin,R. Menon,scanned_mail,INR,173405.42,28,48553.52,221958.94,30,7500,0.921,False,none,False,
INV-2025-000065,Kaveri Industrial Parts,16PCNHI1895E1Z3,2025-04-18,2025-06-02,2025-04-23,PO-2025-1754,Admin,T. Rao,email,INR,110440.84,18,19879.35,130320.19,45,5391,0.924,False,none,False,
INV-2024-000066,Chola Office Supplies,24PZPNC3981B1Z7,2024-11-14,2024-11-29,2024-11-16,PO-2024-1780,Logistics,D'Souza,vendor_portal,INR,249534.63,18,44916.23,294450.86,15,1567,0.938,False,none,False,
INV-2025-000067,Prakash Stationery Mart,20BDYHV8743U1Z0,2025-06-22,2025-07-22,2025-06-22,PO-2025-5529,Finance,S. Kulkarni,edi_feed,INR,445052.41,5,22252.62,467305.03,30,6396,0.972,False,none,False,
INV-2024-000068,Horizon Facilities Mgmt,07LEMWN3166Q1Z1,2024-11-01,2024-11-16,2024-11-03,PO-2024-1820,IT,A. Iyer,edi_feed,INR,127969.87,5,6398.49,134368.36,15,0454,0.941,False,none,False,
INV-2026-000069,Vishwa Engineering Works,28ULZNY8023V1Z8,2026-06-12,2026-08-11,2026-06-15,PO-2026-5495,Legal,V. Desai,vendor_portal,INR,340033.2,5,17001.66,357034.86,60,7472,0.951,False,none,False,
INV-2025-000070,Ganga Freight Services,13YZDUS0990N1Z2,2025-11-07,2025-11-22,2025-11-11,PO-2025-2909,Admin,M. Krishnan,scanned_mail,INR,162906.54,5,8145.33,171051.87,15,0659,0.96,False,none,False,
INV-2026-000071,Northgate Print Hub,05CJAFY9150R1Z5,2026-05-18,2026-07-17,2026-05-19,PO-2026-4166,Logistics,V. Desai,scanned_mail,INR,466902.19,18,84042.39,550944.58,60,4639,0.971,False,none,False,
INV-2024-000072,Raagam Interiors,16ICBKS5386K1Z6,2024-03-12,2024-03-27,2024-03-12,PO-2024-9742,Facilities,R. Menon,scanned_mail,INR,62144.37,0,0.0,62144.37,15,1174,0.946,False,none,False,
INV-2024-000073,Apex Manpower Agency,16EZIND3472S1Z6,2024-03-22,2024-04-21,2024-03-27,PO-2024-1739,Procurement,A. Iyer,scanned_mail,INR,418428.64,0,0.0,418428.64,30,7669,0.904,False,none,False,
INV-2026-000074,Horizon Facilities Mgmt,08AQXPI0385N1Z0,2026-05-29,2026-06-13,2026-06-03,PO-2026-4564,Legal,V. Desai,scanned_mail,INR,328378.7,0,0.0,328378.7,15,8838,0.991,False,none,False,
INV-2026-000075,Quantum Networks Pvt Ltd,17KAJPQ6485Q1Z0,2026-02-08,2026-02-23,2026-02-12,PO-2026-3242,Logistics,M. Krishnan,vendor_portal,INR,201034.87,18,36186.28,237221.15,15,2336,0.964,False,none,False,
INV-2024-000076,Udupi Fresh Foods,27RHCDY0194E1Z2,2024-04-11,2024-05-11,2024-04-14,PO-2024-5816,Legal,R. Menon,email,INR,37125.85,5,1856.29,38982.14,30,3480,0.991,False,none,False,
INV-2024-000077,Falcon IT Solutions,18NIUZI4379E1Z1,2024-01-27,2024-02-26,2024-01-29,PO-2024-3729,Finance,A. Iyer,email,USD,319928.36,8,25594.27,345522.63,30,8715,0.982,False,none,False,
INV-2025-000078,Horizon Facilities Mgmt,18NYTTV4376S1Z4,2025-10-08,2025-10-23,2025-10-08,PO-2025-9360,Logistics,D'Souza,email,INR,307898.2,28,86211.5,394109.7,15,8665,0.952,False,none,False,
INV-2024-000079,Yamuna Water Solutions,20MFJMW7187S1Z0,2024-03-21,2024-05-20,2024-03-24,PO-2024-9362,HR,S. Kulkarni,edi_feed,USD,479705.27,10,47970.53,527675.8,60,0773,0.943,False,none,False,
INV-2026-000080,Wingspan Travel Corp,37JUNTV5740U1Z7,2026-03-22,2026-04-06,2026-03-25,PO-2026-1273,Procurement,A. Iyer,email,INR,409424.03,28,114638.73,524062.76,15,7061,0.953,False,none,False,
INV-2024-000081,Falcon IT Solutions,32AOIBW2859O1Z8,2024-04-11,2024-04-26,2024-04-13,PO-2024-9336,Marketing,D'Souza,edi_feed,INR,135471.69,18,24384.9,159856.59,15,6799,0.924,False,none,False,
INV-2024-000082,Bright Path Cleaning Services,05QGBDQ3352F1Z9,2024-11-13,2024-11-28,2024-11-18,PO-2024-8511,Admin,K. Reddy,edi_feed,INR,307390.69,12,36886.88,344277.57,15,8134,0.916,False,none,False,
INV-2024-000083,Northgate Print Hub,26WLQUY6114L1Z7,2024-05-20,2024-07-19,2024-05-25,PO-2024-8790,Finance,P. Nair,scanned_mail,INR,457701.29,28,128156.36,585857.65,60,5641,0.911,False,none,False,
INV-2026-000084,Apex Manpower Agency,12ACVTS1115D1Z0,2026-01-21,2026-03-07,2026-01-26,PO-2026-3668,HR,P. Nair,scanned_mail,USD,458329.08,10,45832.91,627930.39,45,1600,0.974,False,altered_total,True,Total does not reconcile with subtotal + tax.
INV-2025-000085,Meridian Consulting Group,09KGTDS7414E1Z0,2025-07-20,2025-09-18,2025-07-22,PO-2025-9642,Procurement,V. Desai,edi_feed,INR,408607.17,18,73549.29,482156.46,60,3942,0.973,False,none,False,
INV-2024-000086,Tejas Security Services,34FFQIR4151A1Z9,2024-01-09,2024-02-23,2024-01-13,PO-2024-7487,Legal,S. Kulkarni,vendor_portal,INR,16714.11,0,0.0,16714.11,45,1925,0.976,False,none,False,
INV-2026-000087,Wingspan Travel Corp,01LBSYB7553H1Z7,2026-02-11,2026-02-26,2026-02-11,PO-2026-7819,Marketing,N. Bhatt,scanned_mail,INR,98821.98,12,11858.64,110680.62,15,1193,0.946,False,none,False,
INV-2026-000088,Deccan Electricals,11FRYST1090G1Z9,2026-02-19,2026-04-05,2026-02-22,PO-2026-9532,Facilities,K. Reddy,email,INR,279064.61,18,50231.63,329296.24,45,0484,0.993,False,none,False,
INV-2024-000089,Orion Cloud Systems,16NLGIM4386W1Z8,2024-10-17,2024-12-01,2024-10-19,PO-2024-1980,Admin,M. Krishnan,scanned_mail,INR,24782.36,5,1239.12,26021.48,45,9827,0.911,False,none,False,
INV-2025-000090,Lotus Catering Services,19VBZNP2722L1Z0,2025-03-28,2025-04-27,2025-04-01,PO-2025-2456,Facilities,R. Menon,edi_feed,EUR,181871.85,0,0.0,181871.85,30,1712,0.927,False,none,False,
INV-2025-000091,Deccan Electricals,03GUOAT8259T1Z1,2025-11-12,2025-12-12,2025-11-13,PO-2025-5185,Legal,R. Menon,vendor_portal,INR,328305.39,5,16415.27,344720.66,30,7076,0.937,False,none,False,
INV-2025-000092,Lotus Catering Services,37SWPIN6093A1Z2,2025-02-16,2025-03-03,2025-02-21,PO-2025-9632,IT,D'Souza,email,USD,69179.13,6,4150.75,73329.88,15,8440,0.937,False,none,False,
INV-2025-000093,Northgate Print Hub,11GHWMR7799R1Z8,2025-07-01,2025-07-16,2025-07-05,PO-2025-4804,Marketing,D'Souza,edi_feed,EUR,114837.73,8,9187.02,124024.75,15,2190,0.989,False,none,False,
INV-2026-000094,Ganga Freight Services,31KTFDH3239W1Z2,2026-06-03,2026-06-18,2026-06-05,PO-2026-6352,HR,M. Krishnan,vendor_portal,INR,354853.4,5,17742.67,372596.07,15,8491,0.903,False,none,False,
INV-2024-000095,Lotus Catering Services,29DJATI3726D1Z9,2024-05-14,2024-06-28,2024-05-17,PO-2024-3809,Legal,D'Souza,scanned_mail,INR,272215.97,18,48998.87,321214.84,45,5220,0.959,False,none,False,
INV-2026-000096,Lotus Catering Services,33KEDGQ4329F1Z4,2026-01-19,2026-03-05,2026-01-24,PO-2026-5837,Operations,V. Desai,scanned_mail,USD,324959.76,10,32495.98,379696.69,45,6184,0.918,False,altered_total,True,Total does not reconcile with subtotal + tax.
INV-2025-000097,Udupi Fresh Foods,22GLWSA1676U1Z2,2025-07-10,2025-09-08,2025-07-12,PO-2025-2092,Procurement,T. Rao,email,INR,453206.72,28,126897.88,580104.6,60,9878,0.95,False,none,False,
INV-2025-000098,Wingspan Travel Corp,27YDDVC9664N1Z1,2025-06-04,2025-07-04,2025-06-09,PO-2025-1059,Admin,V. Desai,edi_feed,USD,277167.63,10,27716.76,304884.39,30,3406,0.971,False,none,False,
INV-2024-000099,Bluewave Logistics Pvt Ltd,20PJYQQ8272V1Z6,2024-02-26,2024-04-26,2024-02-27,PO-2024-1744,IT,R. Menon,vendor_portal,USD,37938.28,10,3793.83,41732.11,60,2351,0.963,False,none,False,
INV-2024-000100,Indus Valley Textiles,03NHZVV6513G1Z3,2024-05-04,2024-06-03,2024-05-07,PO-2024-6214,Operations,N. Bhatt,edi_feed,INR,30794.14,12,3695.3,34489.44,30,4900,0.926,False,none,False,
INV-2026-000101,Everest Packaging Co,18DSBBE4975U1Z6,2026-06-14,2026-08-13,2026-06-15,PO-2026-1344,Logistics,S. Kulkarni,edi_feed,INR,76421.82,5,3821.09,80242.91,60,6051,0.911,False,none,False,
INV-2024-000102,Kaveri Industrial Parts,30LDRBJ0028M1Z3,2024-05-11,2024-07-10,2024-05-12,PO-2024-8529,Operations,M. Krishnan,vendor_portal,USD,120228.14,0,0.0,120228.14,60,5155,0.939,False,none,False,
INV-2025-000103,Apex Manpower Agency,01IEFHL7503L1Z7,2025-07-05,2025-08-04,2025-07-10,PO-2025-4498,Procurement,M. Krishnan,scanned_mail,EUR,434873.68,8,34789.89,469663.57,30,2638,0.928,False,none,False,
INV-2026-000104,Tejas Security Services,15KQFDU0915Y1Z8,2026-09-06,2026-10-06,2026-09-10,PO-2026-8672,Procurement,P. Nair,vendor_portal,INR,403222.1,28,112902.19,516124.29,30,3321,0.938,False,none,False,
INV-2024-000105,Global Freight Partners,03MNGUL5746R1Z4,2024-12-15,2024-12-30,2024-12-15,PO-2024-7741,HR,K. Reddy,edi_feed,INR,240261.45,12,28831.37,269092.82,15,1740,0.906,False,none,False,
INV-2025-000106,Yamuna Water Solutions,18NGCVW8831Q1Z6,2025-02-17,2025-04-18,2025-02-21,PO-2025-8213,Finance,A. Iyer,scanned_mail,INR,163459.66,5,8172.98,171632.64,60,1959,0.934,False,none,False,
INV-2024-000107,Deccan Electricals,20VDDHB0599N1Z4,2024-07-10,2024-09-08,2024-07-14,PO-2024-2223,HR,P. Nair,scanned_mail,INR,13642.1,5,682.11,14324.21,60,0798,0.982,False,none,False,
INV-2026-000108,Zenith Office Furnishings,23EPGZA0783Q1Z8,2026-08-04,2026-09-18,2026-08-09,PO-2026-8919,Procurement,V. Desai,scanned_mail,INR,473133.13,18,85163.96,558297.09,45,0961,0.977,False,none,False,
INV-2026-000109,Orion Cloud Systems,08EETBR2266B1Z4,2026-04-14,2026-04-29,2026-04-15,PO-2026-9720,Legal,A. Iyer,vendor_portal,USD,451631.02,8,36130.48,487761.5,15,3149,0.963,False,none,False,
INV-2024-000110,Indus Valley Textiles,01FKOCU2469P1Z6,2024-02-08,2024-02-23,2024-02-09,PO-2024-7783,Finance,A. Iyer,email,INR,27592.27,0,0.0,27592.27,15,7292,0.949,False,none,False,
INV-2026-000111,Ganga Freight Services,13ZGGXH8239W1Z4,2026-04-22,2026-06-21,2026-04-26,PO-2026-4862,Legal,S. Kulkarni,vendor_portal,USD,11822.56,6,709.35,12531.91,60,9787,0.955,False,none,False,
INV-2024-000112,Tejas Security Services,06ZUFKZ7038W1Z0,2024-07-04,2024-08-18,2024-07-04,PO-2024-7357,Admin,M. Krishnan,edi_feed,INR,419240.13,28,117387.24,536627.37,45,2707,0.965,False,none,False,
INV-2025-000113,Ganga Freight Services,30CFXRU0731D1Z0,2025-02-23,2025-04-09,2025-02-25,PO-2025-9718,Operations,R. Menon,scanned_mail,INR,193069.38,12,23168.33,216237.71,45,1300,0.982,False,none,False,
INV-2025-000114,Lotus Catering Services,19AJQRQ5152W1Z5,2025-04-14,2025-05-29,2025-04-14,PO-2025-9875,Procurement,M. Krishnan,edi_feed,INR,382846.55,18,68912.38,451758.93,45,1699,0.959,False,none,False,
INV-2025-000115,Chola Office Supplies,34FXEKM8274V1Z1,2025-01-02,2025-03-03,2025-01-07,PO-2025-6931,Facilities,N. Bhatt,email,USD,286599.76,10,28659.98,315259.74,60,2615,0.956,False,none,False,
